2018-06-05 14:23:50,506 INFO 5: POS,0,C90C,4.09,1.08,0.01,100,x35

2018-06-05 14:23:50,508 INFO 6: POS,0,C90C,4.09,1.07,0.02,100,x36

2018-06-05 14:23:50,511 INFO 7: POS,0,C90C,4.09,1.09,0.02,100,x37

2018-06-05 14:23:50,513 INFO 8: POS,0,C90C,4.07,1.08,0.02,100,x38

2018-06-05 14:23:50,546 INFO 9: POS,0,C90C,4.08,1.08,0.01,100,x39

2018-06-05 14:23:50,646 INFO 10: POS,0,C90C,4.08,1.08,0.01,100,x3A

2018-06-05 14:23:50,746 INFO 11: POS,0,C90C,4.09,1.06,0.02,100,x3B

2018-06-05 14:23:50,846 INFO 12: POS,0,C90C,4.08,1.06,0.01,100,x3C

2018-06-05 14:23:50,946 INFO 13: POS,0,C90C,4.08,1.07,0.01,100,x3D

2018-06-05 14:23:51,046 INFO 14: POS,0,C90C,4.09,1.07,-0.01,100,x3E

2018-06-05 14:23:51,146 INFO 15: POS,0,C90C,4.09,1.07,-0.01,100,x3F

2018-06-05 14:23:51,246 INFO 16: POS,0,C90C,4.10,1.06,-0.01,100,x40

2018-06-05 14:23:51,346 INFO 17: POS,0,C90C,4.10,1.06,-0.01,100,x41

2018-06-05 14:23:51,446 INFO 18: POS,0,C90C,4.10,1.06,-0.00,100,x42

2018-06-05 14:23:51,546 INFO 19: POS,0,C90C,4.10,1.06,0.00,100,x43

2018-06-05 14:23:51,647 INFO 20: POS,0,C90C,4.09,1.06,0.01,100,x44

2018-06-05 14:23:51,747 INFO 21: POS,0,C90C,4.09,1.06,0.00,100,x45

2018-06-05 14:23:51,847 INFO 22: POS,0,C90C,4.10,1.05,-0.00,100,x46

2018-06-05 14:23:51,947 INFO 23: POS,0,C90C,4.09,1.05,-0.00,100,x47

2018-06-05 14:23:52,047 INFO 24: POS,0,C90C,4.08,1.05,0.00,100,x48

2018-06-05 14:23:52,147 INFO 25: POS,0,C90C,4.07,1.05,0.00,100,x49

2018-06-05 14:23:52,247 INFO 26: POS,0,C90C,4.07,1.05,0.00,100,x4A

2018-06-05 14:23:52,348 INFO 27: POS,0,C90C,4.08,1.06,-0.00,100,x4B

2018-06-05 14:23:52,447 INFO 28: POS,0,C90C,4.09,1.05,0.01,100,x4C

2018-06-05 14:23:52,547 INFO 29: POS,0,C90C,4.07,1.07,0.01,100,x4D

2018-06-05 14:23:52,647 INFO 30: POS,0,C90C,4.07,1.08,0.01,100,x4E

2018-06-05 14:23:52,747 INFO 31: POS,0,C90C,4.08,1.07,0.02,100,x4F

2018-06-05 14:23:52,847 INFO 32: POS,0,C90C,4.08,1.08,0.02,100,x50

2018-06-05 14:23:52,947 INFO 33: POS,0,C90C,4.09,1.07,0.02,100,x51

2018-06-05 14:23:53,047 INFO 34: POS,0,C90C,4.06,1.08,0.02,100,x52

2018-06-05 14:23:53,148 INFO 35: POS,0,C90C,4.03,1.16,-0.01,50,x53

2018-06-05 14:23:53,247 INFO 36: POS,0,C90C,4.05,1.14,-0.01,100,x54

2018-06-05 14:23:53,347 INFO 37: POS,0,C90C,4.06,1.12,-0.01,100,x55

2018-06-05 14:23:53,447 INFO 38: POS,0,C90C,4.07,1.12,-0.02,100,x56

2018-06-05 14:23:53,547 INFO 39: POS,0,C90C,4.07,1.11,-0.01,100,x57

2018-06-05 14:23:53,647 INFO 40: POS,0,C90C,4.08,1.10,0.00,100,x58

2018-06-05 14:23:53,747 INFO 41: POS,0,C90C,4.08,1.10,0.01,100,x59

2018-06-05 14:23:53,847 INFO 42: POS,0,C90C,4.08,1.09,0.02,100,x5A

2018-06-05 14:23:53,945 INFO 43: POS,0,C90C,4.07,1.09,0.01,100,x5B

2018-06-05 14:23:54,045 INFO 44: POS,0,C90C,4.09,1.07,0.01,100,x5C

2018-06-05 14:23:54,145 INFO 45: POS,0,C90C,4.08,1.08,0.01,100,x5D

2018-06-05 14:23:54,245 INFO 46: POS,0,C90C,4.08,1.08,0.01,100,x5E

2018-06-05 14:23:54,345 INFO 47: POS,0,C90C,4.07,1.08,0.01,100,x5F

2018-06-05 14:23:54,445 INFO 48: POS,0,C90C,4.07,1.08,0.02,100,x60

2018-06-05 14:23:54,545 INFO 49: POS,0,C90C,4.07,1.09,0.01,100,x61

2018-06-05 14:23:54,645 INFO 50: POS,0,C90C,4.06,1.09,0.01,100,x62

2018-06-05 14:23:54,745 INFO 51: POS,0,C90C,4.07,1.08,0.01,100,x63

2018-06-05 14:23:54,845 INFO 52: POS,0,C90C,4.07,1.09,0.01,100,x64

2018-06-05 14:23:54,945 INFO 53: POS,0,C90C,4.07,1.10,0.01,100,x65

2018-06-05 14:23:55,045 INFO 54: POS,0,C90C,4.07,1.11,0.01,100,x66

2018-06-05 14:23:55,145 INFO 55: POS,0,C90C,4.08,1.10,-0.01,100,x67

2018-06-05 14:23:55,245 INFO 56: POS,0,C90C,4.07,1.09,0.00,100,x68

2018-06-05 14:23:55,345 INFO 57: POS,0,C90C,4.07,1.09,0.01,100,x69

2018-06-05 14:23:55,445 INFO 58: POS,0,C90C,4.07,1.09,0.01,100,x6A

2018-06-05 14:23:55,545 INFO 59: POS,0,C90C,4.07,1.09,0.02,100,x6B

2018-06-05 14:23:55,647 INFO 60: POS,0,C90C,4.07,1.08,0.02,100,x6C

2018-06-05 14:23:55,747 INFO 61: POS,0,C90C,4.07,1.08,0.02,100,x6D

2018-06-05 14:23:55,847 INFO 62: POS,0,C90C,4.08,1.09,0.02,100,x6E

2018-06-05 14:23:55,947 INFO 63: POS,0,C90C,4.08,1.10,0.02,100,x6F

2018-06-05 14:23:56,047 INFO 64: POS,0,C90C,4.08,1.11,0.02,100,x70

2018-06-05 14:23:56,147 INFO 65: POS,0,C90C,4.08,1.11,0.02,100,x71

2018-06-05 14:23:56,247 INFO 66: POS,0,C90C,4.07,1.11,0.02,100,x72

2018-06-05 14:23:56,347 INFO 67: POS,0,C90C,4.09,1.10,0.02,100,x73

2018-06-05 14:23:56,447 INFO 68: POS,0,C90C,4.08,1.11,0.02,100,x74

2018-06-05 14:23:56,547 INFO 69: POS,0,C90C,4.09,1.11,0.01,100,x75

2018-06-05 14:23:56,647 INFO 70: POS,0,C90C,4.09,1.11,0.02,100,x76

2018-06-05 14:23:56,747 INFO 71: POS,0,C90C,4.06,1.12,0.02,100,x77

2018-06-05 14:23:56,847 INFO 72: POS,0,C90C,4.07,1.13,0.03,100,x78

2018-06-05 14:23:56,947 INFO 73: POS,0,C90C,4.08,1.11,0.03,100,x79

2018-06-05 14:23:57,047 INFO 74: POS,0,C90C,4.07,1.11,0.03,100,x7A

2018-06-05 14:23:57,147 INFO 75: POS,0,C90C,4.08,1.12,0.03,100,x7B

2018-06-05 14:23:57,247 INFO 76: POS,0,C90C,4.07,1.13,0.03,100,x7C

2018-06-05 14:23:57,347 INFO 77: POS,0,C90C,4.08,1.11,0.03,100,x7D

2018-06-05 14:23:57,447 INFO 78: POS,0,C90C,4.08,1.13,0.02,100,x7E

2018-06-05 14:23:57,547 INFO 79: POS,0,C90C,4.07,1.14,0.03,100,x7F

2018-06-05 14:23:57,647 INFO 80: POS,0,C90C,4.08,1.13,0.02,100,x80

2018-06-05 14:23:57,747 INFO 81: POS,0,C90C,4.08,1.12,0.03,100,x81

2018-06-05 14:23:57,847 INFO 82: POS,0,C90C,4.08,1.12,0.02,100,x82

2018-06-05 14:23:57,947 INFO 83: POS,0,C90C,4.09,1.12,0.03,100,x83

